Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
2024-05-07,07:56:57,"""CNR3311972""",Cancelled by Driver,"""CID5455685""",eBike,Central Secretariat,Sohna Road,4.5,,,,1.0,Personal & Car related issues,,,,,,,
2024-08-05,18:32:19,"""CNR3709438""",Completed,"""CID1926318""",Auto,Jama Masjid,Patel Chowk,6.1,38.5,,,,,,,569.0,24.74,4.2,4.9,Credit Card
2024-06-10,20:46:37,"""CNR8829719""",Cancelled by Driver,"""CID7720984""",eBike,IIT Delhi,New Colony,9.6,,,,1.0,The customer was coughing/sick,,,,,,,
2024-04-06,19:11:40,"""CNR7061070""",Completed,"""CID6842417""",Go Mini,Saidulajab,Karol Bagh,8.5,21.4,,,,,,,446.0,2.36,3.7,4.2,Debit Card
2024-07-08,11:42:26,"""CNR1709291""",Completed,"""CID1302251""",Go Mini,Nirman Vihar,Anand Vihar ISBT,5.2,19.7,,,,,,,973.0,44.04,4.1,4.9,UPI
2024-12-19,15:48:37,"""CNR6504661""",Completed,"""CID2691358""",Auto,Sadar Bazar Gurgaon,Jasola,5.0,33.6,,,,,,,656.0,49.05,4.2,4.2,UPI
2024-10-01,20:52:58,"""CNR2480000""",No Driver Found,"""CID8141655""",Bike,Arjangarh,Chandni Chowk,,,,,,,,,,,,,
2024-12-30,18:16:25,"""CNR6736041""",Completed,"""CID6258204""",Go Sedan,Govindpuri,Moti Nagar,11.4,19.0,,,,,,,531.0,33.81,4.6,4.9,Credit Card
2024-07-11,18:44:11,"""CNR7277954""",Completed,"""CID1493323""",Bike,Ashok Park Main,Tagore Garden,2.8,24.8,,,,,,,696.0,48.85,3.8,4.1,Debit Card
2024-06-03,02:03:32,"""CNR6311715""",No Driver Found,"""CID7986802""",eBike,Indraprastha,Panipat,,,,,,,,,,,,,
2024-11-01,17:25:36,"""CNR2714468""",Cancelled by Driver,"""CID7521268""",Premier Sedan,Shastri Park,Samaypur Badli,5.9,,,,1.0,More than permitted people in there,,,,,,,
2024-11-21,21:17:18,"""CNR6272028""",Completed,"""CID3269365""",Go Mini,Kirti Nagar,Palam Vihar,13.6,31.1,,,,,,,613.0,32.21,4.0,4.2,Uber Wallet
2024-10-24,18:50:33,"""CNR6438136""",Completed,"""CID1406855""",Go Mini,New Delhi Railway Station,Subhash Chowk,9.9,15.0,,,,,,,557.0,10.14,3.9,4.7,UPI
2024-07-09,09:51:37,"""CNR4961919""",Cancelled by Driver,"""CID7495686""",Bike,Greater Noida,Dwarka Sector 21,5.3,,,,1.0,The customer was coughing/sick,,,,,,,
2024-10-30,17:59:16,"""CNR8726803""",Completed,"""CID6616328""",Go Sedan,Sarojini Nagar,Inderlok,2.2,18.1,,,,,,,220.0,7.74,5.0,3.7,UPI
2024-11-10,23:31:51,"""CNR7373416""",No Driver Found,"""CID9524336""",eBike,Hauz Khas,IIT Delhi,,,,,,,,,,,,,
2024-12-12,20:01:17,"""CNR7324126""",Completed,"""CID5983261""",Auto,Okhla,Narsinghpur,14.4,22.4,,,,,,,839.0,30.82,3.7,4.3,Credit Card
2024-09-23,22:35:16,"""CNR5803816""",Completed,"""CID8598725""",Auto,Aya Nagar,Gurgaon Sector 56,11.5,36.4,,,,,,,305.0,28.45,3.9,4.2,Debit Card
2024-11-30,17:58:36,"""CNR9201964""",Completed,"""CID2821887""",Auto,Narsinghpur,Botanical Garden,7.3,22.0,,,,,,,443.0,40.28,4.9,4.5,UPI
2024-04-01,20:25:28,"""CNR3471647""",No Driver Found,"""CID2385829""",Go Mini,Sikanderpur,Saidulajab,,,,,,,,,,,,,
2024-12-10,16:56:43,"""CNR4372586""",Completed,"""CID4216370""",eBike,Yamuna Bank,Kashmere Gate ISBT,2.7,25.2,,,,,,,119.0,49.59,4.2,4.5,Credit Card
2024-07-14,21:12:49,"""CNR2605983""",Incomplete,"""CID1293694""",Go Sedan,Gurgaon Sector 56,Meerut,7.9,16.3,,,,,1.0,Other Issue,104.0,13.54,,,Debit Card
2024-03-05,08:00:50,"""CNR5407015""",Completed,"""CID8119743""",Auto,Akshardham,Chandni Chowk,11.0,36.8,,,,,,,428.0,29.03,3.8,4.7,Cash
2024-05-07,17:27:45,"""CNR5921413""",Cancelled by Driver,"""CID9319569""",Go Mini,Govindpuri,IFFCO Chowk,6.3,,,,1.0,The customer was coughing/sick,,,,,,,
2024-11-18,07:44:06,"""CNR6110367""",Cancelled by Driver,"""CID9080382""",Go Sedan,Delhi Gate,Hauz Rani,5.4,,,,1.0,Customer related issue,,,,,,,
2024-04-07,10:12:25,"""CNR9190224""",Completed,"""CID1151804""",Auto,Subhash Nagar,Jahangirpuri,3.9,29.7,,,,,,,483.0,15.0,4.3,4.7,Uber Wallet
2024-02-05,16:27:00,"""CNR4892534""",Completed,"""CID8874655""",Bike,Seelampur,Azadpur,6.9,36.4,,,,,,,839.0,29.59,4.2,4.6,Debit Card
2024-11-30,18:06:59,"""CNR7985801""",Completed,"""CID1666559""",Go Mini,Ashok Park Main,Maidan Garhi,2.9,24.9,,,,,,,252.0,2.81,4.3,4.9,UPI
2024-08-29,10:37:04,"""CNR8831182""",No Driver Found,"""CID4727261""",Bike,DLF Phase 3,Khan Market,,,,,,,,,,,,,
2024-10-23,16:22:49,"""CNR8318072""",Completed,"""CID3072574""",Auto,Cyber Hub,Golf Course Road,3.5,17.4,,,,,,,554.0,49.39,4.4,4.9,Credit Card
2024-11-27,21:31:27,"""CNR9607299""",Completed,"""CID8521554""",eBike,Shastri Nagar,Anand Vihar ISBT,14.4,22.4,,,,,,,324.0,43.49,4.0,4.9,Debit Card
2024-11-25,10:32:48,"""CNR1491797""",Completed,"""CID9095554""",Bike,Connaught Place,Adarsh Nagar,3.3,32.4,,,,,,,410.0,44.85,4.6,5.0,UPI
2024-05-28,00:06:17,"""CNR6206081""",Cancelled by Driver,"""CID9130331""",Bike,Jahangirpuri,Sonipat,6.9,,,,1.0,More than permitted people in there,,,,,,,
2024-01-21,16:36:30,"""CNR8835958""",Completed,"""CID6005918""",Go Sedan,Moti Nagar,Ardee City,12.5,37.7,,,,,,,313.0,44.18,4.3,4.9,Credit Card
2024-12-30,16:52:36,"""CNR6642509""",No Driver Found,"""CID7563456""",Bike,Panchsheel Park,Yamuna Bank,,,,,,,,,,,,,
2024-11-26,18:53:47,"""CNR9587243""",Completed,"""CID2339443""",Auto,Chirag Delhi,Barakhamba Road,9.2,35.6,,,,,,,438.0,28.93,3.8,4.5,UPI
2024-03-04,19:11:34,"""CNR3363463""",No Driver Found,"""CID2923541""",Go Sedan,Connaught Place,India Gate,,,,,,,,,,,,,
2024-01-27,15:50:04,"""CNR6171870""",Completed,"""CID4778748""",Bike,Gurgaon Sector 56,Sohna Road,3.1,22.0,,,,,,,354.0,5.63,5.0,3.8,Credit Card
2024-05-16,22:36:11,"""CNR6977191""",Completed,"""CID1323674""",eBike,Aya Nagar,Jahangirpuri,6.1,22.0,,,,,,,201.0,39.62,4.3,3.3,Debit Card
2024-08-03,15:34:15,"""CNR1855189""",Completed,"""CID3296239""",Bike,Hauz Khas,Mundka,13.6,27.5,,,,,,,928.0,47.36,4.2,3.8,Uber Wallet
2024-01-20,22:30:05,"""CNR5335638""",Cancelled by Customer,"""CID2015099""",Go Mini,IFFCO Chowk,Janakpuri,8.1,,1.0,AC is not working,,,,,,,,,
2024-07-31,23:32:10,"""CNR9866566""",No Driver Found,"""CID5638723""",Go Sedan,IMT Manesar,Model Town,,,,,,,,,,,,,
2024-10-25,06:28:23,"""CNR4774521""",Completed,"""CID3731943""",eBike,Narsinghpur,INA Market,11.4,40.5,,,,,,,865.0,18.6,4.2,3.3,UPI
2024-05-17,14:57:44,"""CNR2816071""",Completed,"""CID5357986""",Auto,Shivaji Park,Subhash Chowk,13.3,33.5,,,,,,,454.0,42.99,3.5,4.2,Cash
2024-10-30,15:07:23,"""CNR8963465""",Completed,"""CID9845535""",Go Sedan,Badarpur,Subhash Nagar,12.9,20.1,,,,,,,160.0,30.16,4.4,4.6,UPI
2024-07-21,17:33:07,"""CNR8623315""",No Driver Found,"""CID5676950""",eBike,Patel Chowk,Karol Bagh,,,,,,,,,,,,,
2024-12-13,15:33:56,"""CNR5554105""",Completed,"""CID3043468""",Auto,Cyber Hub,Kadarpur,7.9,24.6,,,,,,,134.0,19.12,4.2,4.3,Debit Card
2024-02-02,16:45:22,"""CNR7581570""",Completed,"""CID5845725""",Premier Sedan,Seelampur,Chhatarpur,3.6,44.1,,,,,,,144.0,40.04,4.3,4.5,Credit Card
2024-04-06,01:06:09,"""CNR5283714""",Completed,"""CID5328241""",Go Mini,Jama Masjid,Madipur,4.1,25.5,,,,,,,145.0,25.38,4.9,4.0,Debit Card
2024-07-01,17:55:13,"""CNR4227308""",Completed,"""CID7205091""",Premier Sedan,Moolchand,Greater Kailash,10.5,44.4,,,,,,,143.0,44.04,4.3,4.6,Cash
2024-03-28,08:53:03,"""CNR4487186""",Completed,"""CID1462042""",Bike,Meerut,Dwarka Mor,9.6,22.5,,,,,,,166.0,32.52,4.6,4.6,UPI
2024-04-24,11:21:56,"""CNR7604160""",Completed,"""CID2825888""",Go Sedan,Tagore Garden,Ashok Park Main,11.9,31.7,,,,,,,248.0,36.67,4.4,4.3,Debit Card
2024-12-03,07:59:36,"""CNR8207197""",Completed,"""CID1690026""",Auto,Indraprastha,Samaypur Badli,3.4,43.5,,,,,,,406.0,36.35,4.7,4.9,UPI
2024-05-16,15:57:29,"""CNR8317356""",No Driver Found,"""CID3442898""",Go Sedan,Chandni Chowk,IGNOU Road,,,,,,,,,,,,,
2024-05-18,15:26:08,"""CNR9301331""",Completed,"""CID7818291""",Bike,AIIMS,Nehru Place,5.1,42.4,,,,,,,298.0,30.27,4.2,4.4,Credit Card
2024-05-22,18:31:09,"""CNR1100314""",Completed,"""CID5877635""",eBike,South Extension,Kashmere Gate ISBT,8.3,33.6,,,,,,,420.0,43.84,4.2,4.4,Debit Card
2024-03-16,10:30:16,"""CNR9415330""",Completed,"""CID3707804""",Auto,New Delhi Railway Station,Gurgaon Sector 29,5.0,38.5,,,,,,,705.0,49.55,4.2,3.6,Cash
2024-09-13,10:33:15,"""CNR7669675""",Completed,"""CID1626518""",Uber XL,Ambience Mall,DLF City Court,2.2,26.1,,,,,,,113.0,25.36,4.2,4.9,Uber Wallet
2024-01-16,21:33:39,"""CNR7929349""",Completed,"""CID2549042""",Auto,ITO,Connaught Place,2.6,27.7,,,,,,,1501.0,13.68,4.2,4.9,Credit Card
2024-08-22,10:39:46,"""CNR1518265""",Cancelled by Customer,"""CID7880387""",Go Mini,Ardee City,Patel Chowk,6.0,,1.0,Change of plans,,,,,,,,,
2024-07-16,16:24:49,"""CNR4153868""",Completed,"""CID2281659""",eBike,Badshahpur,Nawada,7.8,18.8,,,,,,,163.0,3.71,4.9,4.3,Credit Card
2024-12-30,09:58:47,"""CNR6150079""",Completed,"""CID7580488""",Bike,Aya Nagar,Narsinghpur,5.8,43.3,,,,,,,146.0,2.65,3.7,4.2,UPI
2024-11-23,20:42:56,"""CNR2073002""",No Driver Found,"""CID7604989""",Go Mini,Chhatarpur,Karkarduma,,,,,,,,,,,,,
2024-12-07,13:13:15,"""CNR8897358""",Completed,"""CID6992271""",Auto,Sadar Bazar Gurgaon,Seelampur,13.9,20.1,,,,,,,421.0,38.07,3.8,4.6,Debit Card
2024-06-27,12:42:40,"""CNR1286314""",Completed,"""CID5755430""",eBike,India Gate,Ardee City,7.9,36.1,,,,,,,993.0,38.49,3.8,4.3,Credit Card
2024-01-15,08:13:37,"""CNR3914017""",Completed,"""CID8575488""",Auto,Anand Vihar ISBT,Govindpuri,12.2,20.7,,,,,,,861.0,29.41,4.3,5.0,Uber Wallet
2024-07-23,20:27:28,"""CNR1171571""",Completed,"""CID4859385""",Go Sedan,Cyber Hub,Malviya Nagar,4.3,26.0,,,,,,,497.0,12.74,3.0,4.4,Uber Wallet
2024-03-04,12:45:40,"""CNR7083929""",No Driver Found,"""CID7182404""",Go Sedan,Karol Bagh,Dwarka Mor,,,,,,,,,,,,,
2024-09-24,11:42:42,"""CNR7266941""",Cancelled by Customer,"""CID3337222""",Auto,Moolchand,Jama Masjid,17.0,,1.0,AC is not working,,,,,,,,,
2024-03-26,20:10:20,"""CNR2237821""",Completed,"""CID2483534""",Go Mini,New Colony,Maidan Garhi,12.4,23.0,,,,,,,381.0,24.02,4.8,4.3,Uber Wallet
2024-10-30,17:59:56,"""CNR8930986""",Completed,"""CID4516439""",Go Sedan,Bahadurgarh,Shastri Nagar,10.6,22.5,,,,,,,144.0,8.79,4.2,4.4,Uber Wallet
2024-07-20,08:50:11,"""CNR3933806""",No Driver Found,"""CID8033157""",Auto,Karkarduma,Ashok Park Main,,,,,,,,,,,,,
2024-02-23,10:27:57,"""CNR8549546""",Completed,"""CID1548720""",eBike,Mansarovar Park,Golf Course Road,8.1,35.4,,,,,,,786.0,46.22,4.1,4.3,Credit Card
2024-03-25,18:33:31,"""CNR1452032""",Completed,"""CID6873120""",Go Mini,Badarpur,Subhash Chowk,14.9,20.6,,,,,,,628.0,2.69,4.2,4.9,Cash
2024-02-23,14:45:22,"""CNR8395701""",Cancelled by Driver,"""CID7047209""",Bike,Madipur,Barakhamba Road,7.4,,,,1.0,More than permitted people in there,,,,,,,
2024-03-24,19:32:14,"""CNR3941826""",Completed,"""CID1976192""",Premier Sedan,Sultanpur,Qutub Minar,9.0,17.2,,,,,,,655.0,44.87,4.1,4.2,Debit Card
2024-03-25,11:26:49,"""CNR4706313""",Cancelled by Customer,"""CID9182463""",eBike,Jama Masjid,Nirman Vihar,10.8,,1.0,Wrong Address,,,,,,,,,
2024-12-25,08:55:29,"""CNR3511148""",Completed,"""CID8204951""",Auto,Dilshad Garden,Karol Bagh,2.6,19.9,,,,,,,200.0,13.38,4.2,4.3,UPI
2024-09-11,11:06:24,"""CNR9801987""",Completed,"""CID9564444""",Premier Sedan,Janakpuri,IGNOU Road,6.0,15.2,,,,,,,492.0,15.79,3.7,4.5,UPI
2024-12-30,20:59:26,"""CNR8273502""",Completed,"""CID4584926""",Auto,Badshahpur,Ardee City,3.6,16.0,,,,,,,213.0,40.63,3.8,4.3,UPI
2024-08-01,01:28:46,"""CNR7964580""",No Driver Found,"""CID6274615""",Go Mini,Khandsa,Hero Honda Chowk,,,,,,,,,,,,,
2024-06-07,13:59:54,"""CNR3258643""",Completed,"""CID7904308""",Go Sedan,IFFCO Chowk,Saidulajab,12.4,24.2,,,,,,,323.0,12.5,4.2,4.2,Credit Card
2024-03-10,17:02:45,"""CNR3068862""",Completed,"""CID8449724""",Go Sedan,Chhatarpur,Anand Vihar ISBT,11.4,38.3,,,,,,,407.0,35.94,4.4,3.4,Uber Wallet
2024-04-29,05:19:59,"""CNR9671445""",Completed,"""CID2072060""",Go Mini,Dwarka Mor,Seelampur,14.2,21.3,,,,,,,778.0,27.24,3.8,4.3,UPI
2024-09-09,06:53:48,"""CNR9437748""",Completed,"""CID3720670""",Bike,Mansarovar Park,Yamuna Bank,2.9,29.5,,,,,,,407.0,43.62,4.9,4.6,Uber Wallet
2024-02-19,05:42:10,"""CNR8024617""",Cancelled by Driver,"""CID2846635""",Auto,Basai Dhankot,Saket A Block,10.4,,,,1.0,The customer was coughing/sick,,,,,,,
2024-06-06,17:23:29,"""CNR8340916""",No Driver Found,"""CID7201607""",Premier Sedan,Jor Bagh,Subhash Nagar,,,,,,,,,,,,,
2024-12-30,23:59:17,"""CNR8604231""",No Driver Found,"""CID9931727""",Go Sedan,Azadpur,Central Secretariat,,,,,,,,,,,,,
2024-02-10,21:55:09,"""CNR6466094""",Completed,"""CID5121573""",Bike,Dwarka Sector 21,Chirag Delhi,3.2,40.3,,,,,,,643.0,23.2,4.8,3.7,UPI
2024-07-02,20:25:13,"""CNR8637965""",Cancelled by Customer,"""CID5252321""",Auto,IIT Delhi,Satguru Ram Singh Marg,6.2,,1.0,Wrong Address,,,,,,,,,
2024-05-31,13:13:23,"""CNR6644035""",Completed,"""CID5481802""",eBike,Akshardham,Shastri Park,14.0,37.8,,,,,,,168.0,40.77,4.3,4.5,Uber Wallet
2024-09-11,07:03:12,"""CNR1275338""",Completed,"""CID3205055""",Go Mini,Tagore Garden,Kashmere Gate ISBT,3.9,30.6,,,,,,,1265.0,40.55,3.7,5.0,Debit Card
2024-02-11,15:11:38,"""CNR6957654""",Incomplete,"""CID4512290""",Go Mini,Jahangirpuri,Anand Vihar,9.5,10.0,,,,,1.0,Other Issue,156.0,4.44,,,Credit Card
2024-07-13,14:15:37,"""CNR2526998""",Completed,"""CID7067415""",Go Sedan,Netaji Subhash Place,Panchsheel Park,3.0,33.7,,,,,,,464.0,27.04,4.4,3.0,UPI
2024-04-04,10:05:39,"""CNR5080551""",Completed,"""CID9833103""",Go Mini,Palam Vihar,Munirka,7.5,30.5,,,,,,,922.0,32.36,4.2,5.0,UPI
2024-11-26,13:57:49,"""CNR8809474""",Completed,"""CID2827921""",Bike,Kaushambi,Panipat,12.2,43.5,,,,,,,272.0,42.87,4.2,4.4,UPI
2024-12-11,18:49:34,"""CNR8580267""",No Driver Found,"""CID2645838""",eBike,Hauz Khas,IGNOU Road,,,,,,,,,,,,,
2024-08-08,22:20:47,"""CNR7545529""",Cancelled by Driver,"""CID2638264""",Auto,Sushant Lok,Peeragarhi,7.8,,,,1.0,More than permitted people in there,,,,,,,
2024-04-26,12:30:50,"""CNR5890060""",Cancelled by Customer,"""CID3065623""",Go Mini,Ashok Park Main,Moti Nagar,17.3,,1.0,AC is not working,,,,,,,,,
2024-02-03,17:58:11,"""CNR6660298""",Completed,"""CID2548279""",Auto,Dwarka Mor,Subhash Chowk,12.5,39.5,,,,,,,392.0,23.64,4.2,4.9,Debit Card
2024-02-16,17:15:05,"""CNR6131151""",Completed,"""CID4652788""",Bike,Ardee City,Greater Noida,10.1,41.5,,,,,,,516.0,37.1,3.8,4.2,Credit Card
2024-06-25,08:54:02,"""CNR3927063""",Completed,"""CID2203445""",Bike,India Gate,Jor Bagh,15.5,42.2,,,,,,,327.0,14.71,4.2,4.7,Uber Wallet
2024-05-13,19:36:19,"""CNR5260871""",Completed,"""CID4617945""",Go Sedan,Patel Chowk,Gurgaon Sector 56,14.3,33.5,,,,,,,412.0,4.63,3.9,3.4,UPI
2024-11-30,19:57:56,"""CNR8942136""",Completed,"""CID5213446""",Go Mini,Udyog Bhawan,Sarojini Nagar,8.9,27.4,,,,,,,88.0,30.8,4.6,4.5,Credit Card
2024-03-14,17:17:44,"""CNR9649026""",No Driver Found,"""CID3519538""",Auto,Khan Market,Ambience Mall,,,,,,,,,,,,,
2024-02-25,08:45:51,"""CNR1027583""",Completed,"""CID8919645""",Bike,Mandi House,New Colony,6.2,30.6,,,,,,,75.0,15.83,4.3,4.9,Debit Card
2024-02-04,10:13:19,"""CNR5813904""",Completed,"""CID6298745""",eBike,Faridabad Sector 15,Peeragarhi,5.4,41.8,,,,,,,84.0,4.63,4.3,4.9,UPI
2024-05-29,21:51:55,"""CNR2077986""",Completed,"""CID8722263""",Auto,Mehrauli,Jor Bagh,6.9,24.1,,,,,,,137.0,43.96,4.4,4.4,Cash
2024-05-02,22:05:48,"""CNR6497105""",Completed,"""CID6983691""",Go Sedan,Nirman Vihar,Chhatarpur,14.2,41.7,,,,,,,140.0,21.91,4.1,4.5,UPI
2024-05-08,09:34:57,"""CNR9479880""",Completed,"""CID2539490""",Auto,Hero Honda Chowk,Dwarka Mor,13.0,27.0,,,,,,,254.0,42.57,5.0,4.9,Debit Card
2024-02-28,10:56:25,"""CNR4879999""",Completed,"""CID9650128""",Auto,DLF Phase 3,Greater Noida,6.4,36.1,,,,,,,312.0,9.5,4.6,4.6,Cash
2024-10-29,09:53:27,"""CNR8692194""",Completed,"""CID8650905""",Go Sedan,Chhatarpur,Model Town,11.6,39.4,,,,,,,211.0,44.17,4.6,4.3,Debit Card
2024-10-11,17:05:26,"""CNR9217283""",No Driver Found,"""CID6759728""",Auto,Kashmere Gate ISBT,Basai Dhankot,,,,,,,,,,,,,
2024-07-19,21:13:28,"""CNR7230018""",Completed,"""CID2955552""",Bike,DLF Phase 3,Seelampur,10.3,29.2,,,,,,,419.0,25.68,3.5,4.1,UPI
2024-03-25,15:31:23,"""CNR6142055""",Completed,"""CID6118401""",Auto,Aya Nagar,Barakhamba Road,13.1,28.7,,,,,,,607.0,14.68,4.2,3.7,Credit Card
2024-12-05,21:26:33,"""CNR1278439""",Completed,"""CID1634654""",eBike,Gurgaon Railway Station,Azadpur,11.2,26.6,,,,,,,163.0,26.59,4.3,4.7,Cash
2024-06-10,15:58:03,"""CNR3340520""",Completed,"""CID2532472""",Auto,Moti Nagar,Jahangirpuri,3.0,23.8,,,,,,,347.0,34.42,4.6,4.9,Uber Wallet
2024-05-30,16:14:51,"""CNR5377045""",Cancelled by Driver,"""CID4155008""",Premier Sedan,Dwarka Sector 21,Sohna Road,10.4,,,,1.0,More than permitted people in there,,,,,,,
2024-11-26,16:06:50,"""CNR1472429""",Cancelled by Driver,"""CID7622678""",Go Mini,Inderlok,Manesar,4.0,,,,1.0,The customer was coughing/sick,,,,,,,
2024-01-14,20:42:29,"""CNR5326770""",Completed,"""CID8996971""",Auto,Anand Vihar,Narsinghpur,14.7,22.5,,,,,,,418.0,30.59,5.0,4.3,Cash
2024-11-30,15:49:27,"""CNR4683239""",Completed,"""CID6045705""",Auto,Mehrauli,Shastri Nagar,3.2,28.2,,,,,,,1392.0,46.9,4.2,5.0,UPI
2024-09-09,20:14:59,"""CNR1484743""",No Driver Found,"""CID9919894""",Bike,Faridabad Sector 15,Khandsa,,,,,,,,,,,,,
2024-03-16,16:13:06,"""CNR4378473""",Completed,"""CID1808905""",Go Sedan,Moti Nagar,Sadar Bazar Gurgaon,9.1,26.7,,,,,,,444.0,37.11,4.1,4.4,Credit Card
2024-04-04,08:41:23,"""CNR9243246""",Incomplete,"""CID7197482""",eBike,Sikanderpur,Nawada,6.9,29.8,,,,,1.0,Other Issue,395.0,15.84,,,Debit Card
2024-09-04,17:09:50,"""CNR7843391""",Completed,"""CID4169274""",Bike,Okhla,Govindpuri,8.0,19.2,,,,,,,153.0,31.13,4.2,4.2,Uber Wallet
2024-09-05,08:23:31,"""CNR6379169""",Completed,"""CID5919800""",Go Mini,Jahangirpuri,Indirapuram,8.0,18.3,,,,,,,153.0,26.33,4.9,4.9,Uber Wallet
2024-10-13,09:21:21,"""CNR4939470""",Completed,"""CID5358532""",Go Sedan,Ardee City,Mayur Vihar,14.5,20.0,,,,,,,265.0,6.42,4.2,4.2,Credit Card
2024-09-14,12:38:00,"""CNR9951742""",Completed,"""CID1287254""",Bike,IMT Manesar,Greater Noida,4.7,31.2,,,,,,,756.0,17.57,4.7,5.0,UPI
2024-10-06,19:35:08,"""CNR7323586""",Completed,"""CID7015458""",Go Sedan,Gurgaon Railway Station,AIIMS,2.7,20.1,,,,,,,339.0,44.05,5.0,4.2,UPI
2024-02-15,09:22:24,"""CNR8034851""",No Driver Found,"""CID6916412""",Bike,Sarojini Nagar,Madipur,,,,,,,,,,,,,
2024-03-17,18:58:18,"""CNR1257102""",Completed,"""CID4988769""",eBike,Khandsa,Greater Kailash,2.9,36.3,,,,,,,302.0,4.06,4.3,3.7,Credit Card
2024-03-04,22:23:52,"""CNR6087196""",Completed,"""CID7893697""",Auto,Hero Honda Chowk,Mansarovar Park,2.4,27.5,,,,,,,60.0,27.59,4.2,4.8,Debit Card
2024-12-26,18:49:18,"""CNR7819254""",Cancelled by Customer,"""CID7303010""",Bike,Karol Bagh,Jahangirpuri,14.5,,1.0,Wrong Address,,,,,,,,,
2024-07-24,06:35:03,"""CNR1697751""",Completed,"""CID8588430""",Bike,IFFCO Chowk,Shivaji Park,8.0,18.8,,,,,,,160.0,15.23,3.5,4.8,Cash
2024-02-14,11:28:57,"""CNR4812512""",Completed,"""CID5675071""",Bike,Azadpur,Welcome,9.7,36.8,,,,,,,274.0,9.18,3.7,4.6,Uber Wallet
2024-06-27,19:03:02,"""CNR4857244""",Completed,"""CID3141437""",Go Mini,Chhatarpur,Samaypur Badli,7.4,42.3,,,,,,,362.0,48.9,4.2,4.7,Uber Wallet
2024-11-26,18:39:57,"""CNR9702064""",Completed,"""CID6190685""",Auto,Ghaziabad,Jasola,3.4,34.6,,,,,,,244.0,15.45,4.7,4.2,UPI
2024-11-26,15:45:55,"""CNR4203114""",No Driver Found,"""CID4237848""",Go Sedan,Azadpur,Okhla,,,,,,,,,,,,,
2024-09-21,18:15:06,"""CNR3932160""",Completed,"""CID9974135""",eBike,Mundka,Chhatarpur,8.0,44.3,,,,,,,1723.0,12.96,4.2,4.1,Credit Card
2024-04-21,19:29:52,"""CNR2249268""",Completed,"""CID9599978""",Go Mini,Mayur Vihar,Green Park,4.8,44.5,,,,,,,414.0,27.89,4.3,4.6,Debit Card
2024-09-28,18:41:50,"""CNR4008350""",No Driver Found,"""CID9918080""",Bike,Seelampur,Qutub Minar,,,,,,,,,,,,,
2024-03-31,11:06:47,"""CNR6945389""",Cancelled by Driver,"""CID2702567""",Auto,IFFCO Chowk,New Colony,8.9,,,,1.0,Personal & Car related issues,,,,,,,
2024-08-19,21:55:49,"""CNR7526218""",Completed,"""CID4605312""",Go Mini,Dilshad Garden,Hero Honda Chowk,13.6,19.0,,,,,,,367.0,34.58,4.2,5.0,UPI
2024-10-30,16:59:08,"""CNR8739932""",Completed,"""CID1676413""",Auto,Sarai Kale Khan,Badshahpur,12.9,30.1,,,,,,,556.0,12.38,4.4,4.9,UPI
2024-10-04,16:51:23,"""CNR2993745""",Cancelled by Customer,"""CID4989790""",Go Mini,Akshardham,Kashmere Gate ISBT,19.7,,1.0,Wrong Address,,,,,,,,,
2024-03-24,20:38:18,"""CNR2253083""",No Driver Found,"""CID1714493""",Bike,Gurgaon Sector 56,Okhla,,,,,,,,,,,,,
2024-11-22,17:34:12,"""CNR1069854""",Completed,"""CID2750516""",eBike,IGNOU Road,Jama Masjid,7.0,36.0,,,,,,,494.0,38.14,4.3,4.4,Credit Card
2024-11-04,16:31:44,"""CNR7860490""",Cancelled by Customer,"""CID6793888""",Auto,Mansarovar Park,Peeragarhi,7.3,,1.0,Change of plans,,,,,,,,,
2024-02-11,13:44:07,"""CNR8626161""",Completed,"""CID9047880""",Go Mini,Subhash Chowk,Nehru Place,10.5,20.1,,,,,,,540.0,29.92,4.2,4.3,Uber Wallet
2024-09-15,19:09:32,"""CNR2831792""",Completed,"""CID4111274""",Auto,Indraprastha,Faridabad Sector 15,14.2,41.6,,,,,,,902.0,30.11,4.2,4.7,UPI
2024-10-09,15:40:40,"""CNR4262468""",Completed,"""CID3093832""",Go Sedan,Karol Bagh,GTB Nagar,13.0,44.5,,,,,,,283.0,12.08,3.0,4.6,UPI
2024-10-30,16:57:38,"""CNR9947560""",Completed,"""CID4636606""",Bike,Sushant Lok,Panipat,12.0,21.7,,,,,,,364.0,14.2,3.1,4.6,UPI
2024-01-29,23:37:39,"""CNR6148661""",No Driver Found,"""CID7425061""",Auto,Hauz Khas,Saidulajab,,,,,,,,,,,,,
2024-11-02,22:40:00,"""CNR7717421""",Completed,"""CID4518878""",Go Mini,ITO,Nirman Vihar,3.3,21.7,,,,,,,155.0,17.33,3.7,4.1,Credit Card
2024-10-20,18:49:33,"""CNR9031391""",No Driver Found,"""CID1148643""",eBike,Mandi House,Gurgaon Railway Station,,,,,,,,,,,,,
